,test_case,id,source,language,text,task1,task2
3563,EXIST2021,3564,twitter,es,"Cleo no se podía perder el #SUMMERWITHCHARMIST así que como la buena fan que es de estas chicas, se fue con su botecito de frutas y su cartelito de #SummerWithKyoka que lleva en la carterita. ¡Mucha suerte, preciosas! #CHARMISTAKESUMMER. https://t.co/1Sw8T3xDtm",non-sexist,non-sexist
3564,EXIST2021,3565,twitter,es,@ezeyvero Te chupo el culo asta que pidas a gritos que te la ponga así miramos a tu marido como se pajea,sexist,sexual-violence
3565,EXIST2021,3566,twitter,es,"@ObedFloresmx @rochaperiodista Jajajaja das risa. Estaría padre que salieras del clóset, igual y así se te quita la ira. Tú homosexualidad reprimida, aunado a tu IQ lamentable, se evidencia en tu coraje. Ojalá encuentres un hombre que te haga feliz.",sexist,misogyny-non-sexual-violence
3566,EXIST2021,3567,twitter,es,"La capacidad, el valor y el compromiso social de esta extraordinaria mujer no está en duda. @YeniBerenice ¡Que orgulloso me hace sentir como dominicano, Dios la bendiga y la libre de todo mal! https://t.co/aGhMuyqKn4",non-sexist,non-sexist
3567,EXIST2021,3568,twitter,es,"ESPECIAL: Patrimonio del cine colombiano (11 de 35).MARÍA CANO (1990): Se nos muestra como una revolucionaria, inconforme con el orden y la injusticia social, pero más allá de ser una agitadora política fue una #mujer culta, carismática y rebelde.#Sociedad Margarita #Colombia https://t.co/Bs9c5cJqmm",non-sexist,non-sexist
3568,EXIST2021,3569,twitter,es,Lo que es indignante es que una frígida como tú se lo lleve doblado y los autónomos nos morimos de hambre. https://t.co/Fzf7Fo5XNm https://t.co/YeXKMI0KAN,sexist,misogyny-non-sexual-violence
3569,EXIST2021,3570,twitter,es,"@TocawebsReal @Alvisepf @Yolanda_Diaz_ Tu sabes contar hasta 8???...8 fueron los terroristas que intentaron asesinar a 2 MUJERES y a sus novios Guardia civiles en Alsasua....1, 2, 3, 4,......",non-sexist,non-sexist
3570,EXIST2021,3571,twitter,es,"@cristinamedinav @luisalfredogarc @atownsendk Lo mismo pasa cuando la gran mayoría de mercantilistas (mal llamados empresarios) usan la palabra sostenibilidad. Lo mismo con tantos otros conceptos, por ejemplo, lean management, agile, scrum, innovación, disrupción, empoderamiento, y un largo etcétera.",non-sexist,non-sexist
3571,EXIST2021,3572,twitter,es,Venezuela  Chantajean con el pernil que nunca han entregado a sus seguidores Hay que ser escoria para hacerlo y para aceptar,non-sexist,non-sexist
3572,EXIST2021,3573,twitter,es,mi madre tiene que estar hasta la polla de que le enseña fotos de córdoba,non-sexist,non-sexist
3573,EXIST2021,3574,twitter,es,Chicas estamos en la casa de @JCrackTV fumando Marihuana en directo lleguenhttps://t.co/RJJ5qcsU2A,non-sexist,non-sexist
3574,EXIST2021,3575,twitter,es,Grandísimos hijos de puta. Seguro que ni multa les ponen. Esa vaina es bien ilegal. Le pudieron haber quemado una cortina a alguien. Y obvio además el trauma a las mascotas alrededor.  https://t.co/tJHV2xJksc,non-sexist,non-sexist
3575,EXIST2021,3576,twitter,es,Puta que pariu hein Green Bay Packers...,non-sexist,non-sexist
3576,EXIST2021,3577,twitter,es,El hembrismo está fuerte. https://t.co/8ArUK370fy,sexist,ideological-inequality
3577,EXIST2021,3578,twitter,es,"@polopugamx animo polo, honestamente mejor has una cuenta nueva, FB te va a traer como raton loco y no te va a solucionar nada, avisa aca en tw para seguirte, FB esta muy nenaza con la censura",non-sexist,non-sexist
3578,EXIST2021,3579,twitter,es,@ExatlonMx Soy roja pero su fuera buen capitán cuidaría a sus elementos ahí está entonces cuál es el problema si siente muy seguro porque se enoja egoísta y si se fracturó el equipo que se retire el y su mujer sumisa porque todo fue democrático #fuerapato,sexist,stereotyping-dominance
3579,EXIST2021,3580,twitter,es,"Acabo de ver las ilustraciones que tienen indignada a mucha gente.Me parece que están jodiendo por joder, que en ocasiones el man ilustra cosas que le dicen otras mujeres y ustedes no saben leer y creen que se lo inventó todo él",non-sexist,non-sexist
3580,EXIST2021,3581,twitter,es,@Espeto82 Están todos los días en la TV. Tienen mucho tirón mediático.¿Realmente juegan en desventaja?¿o es victimismo?,non-sexist,non-sexist
3581,EXIST2021,3582,twitter,es,@carlosjose0968 Si pidió opiniones y tu opinaste no es mansplaining. Si no le gustó tu opinión podía debatir... no buscar incendiar.,non-sexist,non-sexist
3582,EXIST2021,3583,twitter,es,@MexKrispyKreme lleve mi dona a la sucursal y las señoritas igual de ofendidas por la promoción de 70 pesos una dona y no me pueden hacer la devolución y dejé abandonada la dona más cara que han vendido.,non-sexist,non-sexist
3583,EXIST2021,3584,twitter,es,@WharfRat_DE Eso es manspreading ¿no?,non-sexist,non-sexist
3584,EXIST2021,3585,twitter,es,@luchadisidente @Txikiteros Y a azotar a mujeres hasta que sangren,sexist,misogyny-non-sexual-violence
3585,EXIST2021,3586,twitter,es,#Notallmen: me siento mal de no haber podido satisfacerte...Yo: Wey!... No te des tanta importancia se necesita muchísimo más que tú pito para que yo esté SATISTECHA! #Lunes #FelizInicioDeSemana,sexist,stereotyping-dominance
3586,EXIST2021,3587,twitter,es,MENSAJE DE EMPODERAMIENTO Y ACCION HOY CON LEGENDARIO ALEXIS ADAME DIC 7 https://t.co/mjb5wA3GMb vía @YouTube,non-sexist,non-sexist
3587,EXIST2021,3588,twitter,es,El ser humano remplazó la religión con la política.Ya no cree en Dios pero se deja sodomizar de politiqueros ansiosos de poder.,non-sexist,non-sexist
3588,EXIST2021,3589,twitter,es,"@thiagowo_ buen dia como estas me pareces una doncella digna de cuento de hadas y querria hacerte una propuesta indecente, invitarte a mi humilde hogar en el horario que mejor se acomode a ti. saludos cordiales bella damisela que ganas de comerte la concha puta",sexist,sexual-violence
3589,EXIST2021,3590,twitter,es,"@_xCain_ — Y ahí estaba, justo lo que quería escuchar, cada una de esas palabras ¿como conseguía comprenderle tan bien sin necesidad de ponerlo todo patas arriba como siempre le pasaba?... Se notaba a millas cuando un hombre ha sido curtido por el tiempo, la madurez y la sensatez. (+)",non-sexist,non-sexist
3590,EXIST2021,3591,twitter,es,@MaxKaiser75 No mezclen un equipo Cona escoria de morena también,non-sexist,non-sexist
3591,EXIST2021,3592,twitter,es,"Así Claudio Fermín ""gane"" como fraudediputado, en su finitud será un perdedor y está dentro de los políticos menos dignos. Lo malo para Venezuela es que la carrera de los políticos termina con su muerte y hasta sus últimos días pueden fregar a los ciudadanos.",non-sexist,non-sexist
3592,EXIST2021,3593,twitter,es,"Parte de la idiosincrasia es pensar que todas las mujeres son unas santas, que cuando hacen algo mal, fue por la culpa de un hombre o fue orillada a realizarlo. Cinismo",sexist,stereotyping-dominance
3593,EXIST2021,3594,twitter,es,"Niño, deja a mi perro dormir",non-sexist,non-sexist
3594,EXIST2021,3595,twitter,es,Esteban Echeverría: un asesino al volante atropelló a una mujer que circulaba en bicicleta. El conductor escapó sin asistirla. Iris esta viva de milagroNOTICIAS 1 MINUTO Radio   #1LAGENTESIEMPRE https://t.co/JlPcajPx4T https://t.co/RdFdDs6Svh,non-sexist,non-sexist
3595,EXIST2021,3596,twitter,es,@aracelibs @Anaro74 @malusita76 #MeToo ;) pero nos van a hacer alcoholicos =(,non-sexist,non-sexist
3596,EXIST2021,3597,twitter,es,"@Laucaba Creo que algún abogado de Derechos Humanos debe interponer una demanda, por el daño que puede causar su video a las jóvenes y mujeres de este país y del mundo por difundir un video dañino a la salud pública mundial @AztecaNoticias",non-sexist,non-sexist
3597,EXIST2021,3598,twitter,es,"@JosLuis70921676 La perspectiva d la salud es importante pero también hay que saber que hay que cogerla con pinzas por años de androcentrismo. No dejarla de aplicar, sino cambiarla donde no hace ningún bien https://t.co/WG4V09XxEK comparto artículo que reflexiona sobre esta falta en p. de salud",non-sexist,non-sexist
3598,EXIST2021,3599,twitter,es,"@carlosmcnamara @PabloWende @infobae Pero esto no tiene correlacion con el plazo fijo uva. Si es verdad esta reprimida la inflacion, el UVA te refleja la inflacion actual; cuando la inflacion deje de estar reprimida y se dispare se va a ver reflejado en el indice UVA",non-sexist,non-sexist
3599,EXIST2021,3600,twitter,es,Esa jovencita tiene tanto que enseñarme. Mas que a mi edad he sido muy reprimida. Debo soltarme más a los verdaderos placeres de la vida https://t.co/hzYDBb0Pxo,non-sexist,non-sexist
3600,EXIST2021,3601,twitter,es,@todosemosETB @DinaBousselham De quiénes hablas??Hice un tuit hacia una persona pública.Te metistes en medio con el único argumento para defenderla de el insulto hacia mí.Y ahora hablas de conspiraciones?Soy una mujer libre que expreso mi opinión y punto.,non-sexist,non-sexist
3601,EXIST2021,3602,twitter,es,"Bon dia!!!Som-hi! aamb l'#endevinalla #adivinanza núm.764Bien d marfil,bien d goma ymuchas veces d astaxa embellecer sirvoa mujeres y hombres.Tengo dientes sin tener boca ytrabajo en un laberinto...Què és?Normes:https://t.co/Ks2x78P9PdDemàx531/12x5 https://t.co/OOt8lcB6Lq",non-sexist,non-sexist
3602,EXIST2021,3603,twitter,es,"@mantonieta1536 @awizor @MIAREsproject Señora vaya a fregar la loza que ud no tiene nada que hacer aquí, como si lucrarse de todo esto fuera más grave que lo que usted y su hija han estado haciendo contra Dalas y Javi, yo es que me descojono",sexist,stereotyping-dominance
3603,EXIST2021,3604,twitter,es,@Poppymrb Mujer al Volante!!!!,sexist,stereotyping-dominance
3604,EXIST2021,3605,twitter,es,"@MikiDavinci7 @piensolibre21 @yulychira @UnaAlienada @Alaz_elorriaga Para el @MikiDavinci7 decirle a mujeres drog*dict*, que 1 una vende su cuerpo (insinuando pr*stitut*) y la otra de feminazi, ese es ""batalla cultural"" , pero cuando una feminista real ataca con una noticia falsa a Javi, esa hay que apoyarla... La hipotenusa.",sexist,ideological-inequality
3605,EXIST2021,3606,twitter,es,va a hablar sobre persona invitada tipo la sorpresa (perdon no se como traducirlo a español jaksjak) ahora hablo de mark y mark dijo que estaba en el sotano jkasjks dijo que michael es su mejor amigo y se rio y ahora le esta diciendo que diga una parte de señorita de camila para+,non-sexist,non-sexist
3606,EXIST2021,3607,twitter,es,Las arbitras tienen que ser una gordas culias feas para que las feministas se sientan representadas jajaj,sexist,objectification
3607,EXIST2021,3608,twitter,es,"Yo cada día alucino más con que alguien no valore lo que tiene al lado.Rosalinda es una persona lindísima,tanto por fuera,q se ve a la legua, como por dentro y el p*to inútil de la garrapata con pelusilla lleva DIEZ AÑOS sin saber cómo valorar y empoderar a esta pedazo de mujer.",non-sexist,non-sexist
3608,EXIST2021,3609,twitter,es,"#LoÚltimo | Comisionado Mauricio Arriaza Chicas ha presentado su renuncia al cargo de viceministro Ad Honorem de @SeguridadSV a la @AsambleaSV, anuncia abogado defensor Nahum Martínez. https://t.co/QkSrGhkiI1",non-sexist,non-sexist
3609,EXIST2021,3610,twitter,es,@fanzinero Esa “asamblea” se lo merece,non-sexist,non-sexist
3610,EXIST2021,3611,twitter,es,"@manguitoo___ @inmoon_vk exacto, yo como feminista que soy, y que he aprendido de varias mujeres en mi vida que me han ayudado a ejercer el tema con inteligencia comparto mi opinión, y creeme que con el paso del tiempo la definición del feminismo se ha ido distorsionando o incluso creando ramas de esta",non-sexist,non-sexist
3611,EXIST2021,3612,twitter,es,"ENRUMBAO EN LA CASA COMO EN DISCOTECA QUÉ? CHOCHA, CULO, TETAS",sexist,misogyny-non-sexual-violence
3612,EXIST2021,3613,twitter,es,Sin paños tibios por ser mujer,non-sexist,non-sexist
3613,EXIST2021,3614,twitter,es,"@SofiaBVilla rebelde, español, soda stereo, mujer fuerte e decidida",non-sexist,non-sexist
3614,EXIST2021,3615,twitter,es,"me sentía tan afortunada hace unos meses porque creía que tenía a un hombre que me aceptaba tal y como soy, que me vio en mi mejor y peor momento y aún así decidió quedarse, pero bien dicen que jamás terminamos de conocer a las personas. Es obvio, hoy ya no está en mi vida.",non-sexist,non-sexist
3615,EXIST2021,3616,twitter,es,"No es no, y no es diversión aprovecharse de la persona cuando la otra no quiere, si uno no quiere no se le puede imponer a que lo haga. #lamanada #usostic",non-sexist,non-sexist
3616,EXIST2021,3617,twitter,es,"Si algún transfobo o terf está leyendo esto, les pido por favor que paren, el daño que hacen es tremendo joder.Ya dejennos en paz, no entiendo tanto odio hacia Nosotres, las personas trans siempre hemos apoyado al feminismo, a las mujeres.Se están equivocando mal(+)",non-sexist,non-sexist
3617,EXIST2021,3618,twitter,es,"A mí me interesa más la declaración fiscal de ETA, como la de aquellas cartas chantajeando y extorsionando a empresarios para comprar armas con las que asesinar a hombres, mujeres y niños. https://t.co/PyPyGLBRHA",non-sexist,non-sexist
3618,EXIST2021,3619,twitter,es,"@GenioShow El 70 % de la población masculina en Japón se consideran ""hombres herbívoros"" que es un fenómeno de ""rechazo al matrimonio o al noviazgo""Muy parecido a la filosofía #MGTOW. Ahora es que vienen a darse cuenta de las consecuencias del ginocentrismo.",non-sexist,non-sexist
3619,EXIST2021,3620,twitter,es,@ParDandalucia Yo siempre tengo ganas de follar a una mujer como tu,sexist,sexual-violence
3620,EXIST2021,3621,twitter,es,"@MISERYRI0T Rubia por lo tonta? bueno noNo sabía, debo chequear más tus historias de ig (?)",sexist,stereotyping-dominance
3621,EXIST2021,3622,twitter,es,"@MartinSalaMdp Y si encima tenemos un intendente que no puede defender la ciudad ni gestionarla peor, va a ser el verano de “la provincia no quiere! Pensar que lo votaron. @gmontenegro_ok  para que esté en el diálogo de la mesa chica. Un fiasco!",non-sexist,non-sexist
3622,EXIST2021,3623,twitter,es,"2. Intelecto, porque al ser ""raza cósmica"" saben que no los van poder explotar. Pero ustedes al ser ricos, su se pueden mezclar comprando a las mujeres más bellas e inteligentes del mundo.",non-sexist,non-sexist
3623,EXIST2021,3624,twitter,es,"@publico_es Es verdad....ella llegó un momento en el que ella se harto de que la quisieran solo como la rubia tonta,eso a las élites Yanquis no les gustó y hicieron lo que siempre han hecho ante cualquier rebeldía",sexist,stereotyping-dominance
3624,EXIST2021,3625,twitter,es,"@DanielHabif Asi es, patitos. Y si ponemos ese ejemplo, se necesita de una fuerza que lo lancé, tal vez la fuerza del aire de la naturaleza que la hace caer, o la fuerza de un hombre que la avienta. De hecho a-vienta jejej como muy natural. Es correcta tu frase bro saludos y más éxitos! https://t.co/cPCrtorlaf",non-sexist,non-sexist
3625,EXIST2021,3626,twitter,es,"@HOLLMANMORRIS @csvsantillan @Tercer_Canal Desafortunadamente, el Internet y la telefonía celular; no tiene suficiente cobertura en todo el país.Como he dicho antes: En Colombia hay una estrecha banda ancha.",non-sexist,non-sexist
3626,EXIST2021,3627,twitter,es,"@Amlodip Violar el debido proceso coadyuva + a liberar a crimínales, no entienden que NO se defiende secuestros, se defiende que el tal Vallarta lleva 15 años sin sentencia y todo derivado de un montaje dado como cierto en tiempo real por Loret y el hoy preso GarciaLuna.",non-sexist,non-sexist
3627,EXIST2021,3628,twitter,es,"@almitalares Siempre el desamor va de la mano con un buen licor. ¡Que vivan las mujeres¡, ¡que viva el amor¡, pero mientras me toca a la puerta, me tomo otro alcohol,...hay algo mejor???",non-sexist,non-sexist
3628,EXIST2021,3629,twitter,es,siempre pienso que estoy embarazada pero en realidad son mis quistes chingando,non-sexist,non-sexist
3629,EXIST2021,3630,twitter,es,"El corto ""Tótem Loba"" escrito y dirigido por @VEchegui me ha parecido muy interesante, con buenos momentos de tensión, con una historia muy atractiva y con muchas posibilidades. El final se me ha escapado un poco y me ha quedado con ganas de saber más, aunque quizás sea mejor así https://t.co/NLBWAosaUV",non-sexist,non-sexist
